application_id,core_project_num,canonical_org_id,pi_name_raw,fiscal_year,total_cost,is_r01,activity_code,mechanism_family,project_title,modal_department,nih_org_dept,is_department_of_surgery,surgical_share,n_affiliations,name_match,n_forenames_seen,rule,validation_kappa,profiled_at
10154322,F32AG071308,BIDMC,"ALEMI, MOHAMMAD MEHDI",2021,68490.0,False,F32,F,Evaluation of a Novel Passive Back-Support Exosuit (BSE) for Back Injury Prevention in Older Adults,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,7,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10460916,F32AG071308,BIDMC,"ALEMI, MOHAMMAD MEHDI",2022,57875.0,False,F32,F,Evaluation of a Novel Passive Back-Support Exosuit (BSE) for Back Injury Prevention in Older Adults,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,7,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10128304,R01AR075964,BIDMC,"ALKALAY, RON N",2021,131892.0,True,R01,R01,Predicting Fracture Risk in Patients Treated with Radiotherapy for Spinal Metastatic Disease,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,12,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10392406,R01AR075964,BIDMC,"ALKALAY, RON N",2022,676550.0,True,R01,R01,Predicting Fracture Risk in Patients Treated with Radiotherapy for Spinal Metastatic Disease,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,12,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10593799,R01AR075964,BIDMC,"ALKALAY, RON N",2022,352266.0,True,R01,R01,Curating musculoskeletal CT data to enable the development of AI/ML approaches for analysis of clinical CT in patients with metastatic spinal disease,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,12,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10655309,R01AR075964,BIDMC,"ALKALAY, RON N",2023,681073.0,True,R01,R01,Predicting Fracture Risk in Patients Treated with Radiotherapy for Spinal Metastatic Disease,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,12,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10814861,R01AR075964,BIDMC,"ALKALAY, RON N",2024,639383.0,True,R01,R01,Predicting Fracture Risk in Patients Treated with Radiotherapy for Spinal Metastatic Disease,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,12,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10229451,R01AR073019,BIDMC,"BOUXSEIN, MARY L",2021,530112.0,True,R01,R01,Influence of Spinal Loading on Vertebral Fracture,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,105,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10471192,R01AR073019,BIDMC,"BOUXSEIN, MARY L",2022,543808.0,True,R01,R01,Influence of Spinal Loading on Vertebral Fracture,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,105,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10222522,UG3AI150551,BIDMC,"CHAIKOF, ELLIOT",2021,711044.0,False,UG3,U,Delivery Technologies for In Vivo Genome Editing,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10229398,R01HL147855,BIDMC,"CHAIKOF, ELLIOT",2021,488240.0,True,R01,R01,Clot-Targeted Antithrombotics for Venous Thromboprophylaxis,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10420534,R01DK132284,BIDMC,"CHAIKOF, ELLIOT",2022,705835.0,True,R01,R01,Structure-Guided Design of Intestine-Selective AHR Agonists for Restoration of Gut Barrier Integrity in IBD,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10420546,R01EB032824,BIDMC,"CHAIKOF, ELLIOT",2022,611830.0,True,R01,R01,Immunoevasive Engineered Living Blood Vessels,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10474980,R01HL147855,BIDMC,"CHAIKOF, ELLIOT",2022,465803.0,True,R01,R01,Clot-Targeted Antithrombotics for Venous Thromboprophylaxis,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10664097,UH3AI150551,BIDMC,"CHAIKOF, ELLIOT",2022,1385636.0,False,UH3,U,Delivery Technologies for In Vivo Genome Editing,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10627922,R01DK132284,BIDMC,"CHAIKOF, ELLIOT",2023,705947.0,True,R01,R01,Structure-Guided Design of Intestine-Selective AHR Agonists for Restoration of Gut Barrier Integrity in IBD,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10676153,R01EB032824,BIDMC,"CHAIKOF, ELLIOT",2023,604246.0,True,R01,R01,Immunoevasive Engineered Living Blood Vessels,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10772317,R01HL171101,BIDMC,"CHAIKOF, ELLIOT",2024,761370.0,True,R01,R01,Rechargeable Anti-thrombogenic Films for Blood Contacting Applications,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10811604,R01DK132284,BIDMC,"CHAIKOF, ELLIOT",2024,677710.0,True,R01,R01,Structure-Guided Design of Intestine-Selective AHR Agonists for Restoration of Gut Barrier Integrity in IBD,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10839976,R01EB032824,BIDMC,"CHAIKOF, ELLIOT",2024,592162.0,True,R01,R01,Immunoevasive Engineered Living Blood Vessels,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10997328,R01HL171101,BIDMC,"CHAIKOF, ELLIOT",2025,724920.0,True,R01,R01,Rechargeable Anti-thrombogenic Films for Blood Contacting Applications,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11086745,R01DK132284,BIDMC,"CHAIKOF, ELLIOT",2025,705947.0,True,R01,R01,Structure-Guided Design of Intestine-Selective AHR Agonists for Restoration of Gut Barrier Integrity in IBD,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11098751,R01EB032824,BIDMC,"CHAIKOF, ELLIOT",2025,604246.0,True,R01,R01,Immunoevasive Engineered Living Blood Vessels,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,41,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10205105,R24GM137763,BIDMC,"CUMMINGS, RICHARD D",2021,962500.0,False,R24,R_OTHER,Protein-Glycan Interaction Resource at the National Center for Functional Glycomics (NCFG),GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,72,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10293635,R01GM140201,BIDMC,"CUMMINGS, RICHARD D",2021,504033.0,True,R01,R01,Novel Carbohydrate-binding Antibodies to Human Glycans Using the Lamprey System,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,72,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10442455,R24GM137763,BIDMC,"CUMMINGS, RICHARD D",2022,962500.0,False,R24,R_OTHER,Protein-Glycan Interaction Resource at the National Center for Functional Glycomics (NCFG),GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,72,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10454419,R01GM140201,BIDMC,"CUMMINGS, RICHARD D",2022,499122.0,True,R01,R01,Novel Carbohydrate-binding Antibodies to Human Glycans Using the Lamprey System,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,72,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10642767,R24GM137763,BIDMC,"CUMMINGS, RICHARD D",2023,962500.0,False,R24,R_OTHER,Protein-Glycan Interaction Resource at the National Center for Functional Glycomics (NCFG),GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,72,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10672258,R01GM140201,BIDMC,"CUMMINGS, RICHARD D",2023,499122.0,True,R01,R01,Novel Carbohydrate-binding Antibodies to Human Glycans Using the Lamprey System,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,72,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10875546,R24GM137763,BIDMC,"CUMMINGS, RICHARD D",2024,962500.0,False,R24,R_OTHER,Protein-Glycan Interaction Resource at the National Center for Functional Glycomics (NCFG),GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,72,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10865217,R01HL173557,BIDMC,"FERRAN, CHRISTIANE",2024,775234.0,True,R01,R01,Vascular-targeted Atheroprotective Gene therapies to Prevent Vein Graft Failure,VASCULAR_SURGERY,SURGERY,True,0.7222,18,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11094828,R01HL173557,BIDMC,"FERRAN, CHRISTIANE",2025,753897.0,True,R01,R01,Vascular-targeted Atheroprotective Gene therapies to Prevent Vein Graft Failure,VASCULAR_SURGERY,SURGERY,True,0.7222,18,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10855186,R00AG065495,BIDMC,"FREEDMAN, BENJAMIN ROSS",2023,249000.0,False,R00,R_OTHER,"Multifunctional tough adhesive hydrogels to recruit, expand, and deliver tendoncells during aging and injury",ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,0.7143,21,full_forename,3,majority,0.916,2026-08-01T17:26:23+00:00
10897060,R00AG065495,BIDMC,"FREEDMAN, BENJAMIN ROSS",2024,228351.0,False,R00,R_OTHER,"Multifunctional tough adhesive hydrogels to recruit, expand, and deliver tendoncells during aging and injury",ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,0.7143,21,full_forename,3,majority,0.916,2026-08-01T17:26:23+00:00
10953471,R25AG088289,BIDMC,"FREEDMAN, BENJAMIN ROSS",2024,270000.0,False,R25,R_OTHER,Aging Research and Entrepreneurial Development Immersion,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,0.7143,21,full_forename,3,majority,0.916,2026-08-01T17:26:23+00:00
11099871,R00AG065495,BIDMC,"FREEDMAN, BENJAMIN ROSS",2025,244021.0,False,R00,R_OTHER,"Multifunctional tough adhesive hydrogels to recruit, expand, and deliver tendoncells during aging and injury",ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,0.7143,21,full_forename,3,majority,0.916,2026-08-01T17:26:23+00:00
11172559,R25AG088289,BIDMC,"FREEDMAN, BENJAMIN ROSS",2025,270000.0,False,R25,R_OTHER,Aging Research and Entrepreneurial Development Immersion,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,0.7143,21,full_forename,3,majority,0.916,2026-08-01T17:26:23+00:00
11505686,R01HL141857,BIDMC,"HONG, YOUNG-KWON",2025,773166.0,True,R01,R01,Structural and Functional Studies of the Uterine Lymphatics,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,2,full_forename,7,majority,0.916,2026-08-01T17:26:23+00:00
10176353,R03AG067135,BIDMC,"JOHANNESDOTTIR, FJOLA",2021,87500.0,False,R03,R_OTHER,"Hip Fracture Prediction by Combining Fall Risk, Impact Loads and Bone Strength",ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,19,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10236407,R03AG068314,BIDMC,"JOHANNESDOTTIR, FJOLA",2021,87500.0,False,R03,R_OTHER,Computed Tomography to Identify Structural Mechanisms of Hip Fragility in T1DM,ORTHOPEDIC_SURGERY,ORTHOPEDICS,False,1.0,19,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10122754,R01HD098363,BIDMC,"JUNGER, WOLFGANG G",2021,386621.0,True,R01,R01,Role of purinergic signaling in pediatric multi-organ failure,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,20,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10126881,R35GM136429,BIDMC,"JUNGER, WOLFGANG G",2021,497500.0,False,R35,R_OTHER,Metabolic and purinergic immune regulation,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,20,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10350637,R35GM136429,BIDMC,"JUNGER, WOLFGANG G",2022,437500.0,False,R35,R_OTHER,Metabolic and purinergic immune regulation,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,20,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10361188,R01HD098363,BIDMC,"JUNGER, WOLFGANG G",2022,135172.0,True,R01,R01,Role of purinergic signaling in pediatric multi-organ failure,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,20,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11028761,R01HL177355,BIDMC,"LIANG, PATRIC",2025,786188.0,True,R01,R01,Targeted Gene Therapies for the Prevention of Prosthetic Bypass Graft Failure,VASCULAR_SURGERY,SURGERY,True,1.0,31,full_forename,3,majority,0.916,2026-08-01T17:26:23+00:00
10104369,R01HL086741,BIDMC,"LOGERFO, FRANK W",2021,799279.0,True,R01,R01,Genetic Engineering of Vein Bypass Grafts in Vascular and Cardiovascular Surgery,VASCULAR_SURGERY,SURGERY,True,1.0,5,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10210277,T32HL007734,BIDMC,"LOGERFO, FRANK W",2021,641496.0,False,T32,T,Harvard Longwood Research Training in Vascular Surgery,VASCULAR_SURGERY,SURGERY,True,1.0,5,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10250460,T35HL110843,BIDMC,"LOGERFO, FRANK W",2021,46505.0,False,T35,T,Harvard Longwood Short-Term Research Training in Vascular Surgery,VASCULAR_SURGERY,SURGERY,True,1.0,5,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10330023,R01HL086741,BIDMC,"LOGERFO, FRANK W",2022,796784.0,True,R01,R01,Genetic Engineering of Vein Bypass Grafts in Vascular and Cardiovascular Surgery,VASCULAR_SURGERY,SURGERY,True,1.0,5,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10468079,T32HL007734,BIDMC,"LOGERFO, FRANK W",2022,670874.0,False,T32,T,Harvard Longwood Research Training in Vascular Surgery,VASCULAR_SURGERY,SURGERY,True,1.0,5,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10485222,T35HL110843,BIDMC,"LOGERFO, FRANK W",2022,39955.0,False,T35,T,Harvard Longwood Short-Term Research Training in Vascular Surgery,VASCULAR_SURGERY,SURGERY,True,1.0,5,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10674790,T32HL007734,BIDMC,"LOGERFO, FRANK W",2023,566240.0,False,T32,T,Harvard Longwood Research Training in Vascular Surgery,VASCULAR_SURGERY,SURGERY,True,1.0,5,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10766661,T35HL110843,BIDMC,"LOGERFO, FRANK W",2024,71224.0,False,T35,T,Harvard Longwood Short-Term Research Training in Vascular Surgery,VASCULAR_SURGERY,SURGERY,True,1.0,5,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11077752,T35HL110843,BIDMC,"LOGERFO, FRANK W",2025,28786.0,False,T35,T,Harvard Longwood Short-Term Research Training in Vascular Surgery,VASCULAR_SURGERY,SURGERY,True,1.0,5,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10148769,R01DK124502,BIDMC,"OLUMI, ARIA F",2021,364809.0,True,R01,R01,SRD5A2 as a Marker of Resistance to 5ARI Therapy,UROLOGY,UROLOGY,False,1.0,46,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10380636,R01DK124502,BIDMC,"OLUMI, ARIA F",2022,364809.0,True,R01,R01,SRD5A2 as a Marker of Resistance to 5ARI Therapy,UROLOGY,UROLOGY,False,1.0,46,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10599963,R01DK124502,BIDMC,"OLUMI, ARIA F",2023,364809.0,True,R01,R01,SRD5A2 as a Marker of Resistance to 5ARI Therapy,UROLOGY,UROLOGY,False,1.0,46,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10814771,R01DK124502,BIDMC,"OLUMI, ARIA F",2024,350217.0,True,R01,R01,SRD5A2 as a Marker of Resistance to 5ARI Therapy,UROLOGY,UROLOGY,False,1.0,46,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11062157,R01DK142211,BIDMC,"OLUMI, ARIA F",2024,598609.0,True,R01,R01,New Treatment Strategies and Epigenetic Biomarker for Management of BPH,UROLOGY,UROLOGY,False,1.0,46,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11187216,R01DK140473,BIDMC,"OLUMI, ARIA F",2025,507083.0,True,R01,R01,Decreased SRD5A2 and Alternative Estrogen Signaling in Prostatic Cell Survival,UROLOGY,UROLOGY,False,1.0,46,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11194463,R01DK142211,BIDMC,"OLUMI, ARIA F",2025,615602.0,True,R01,R01,New Treatment Strategies and Epigenetic Biomarker for Management of BPH,UROLOGY,UROLOGY,False,1.0,46,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10223276,R01DK114877,BIDMC,"RODRIGUE, JAMES R",2021,257068.0,True,R01,R01,Living Donor Wage Reimbursement Trial,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,0.8889,18,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10100475,R01HL157991,BIDMC,"SINGHAL, DHRUV",2021,452750.0,True,R01,R01,Mapping & quantifying lymphatic drainage of the arm's alternate pathway,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10334449,R01HL157991,BIDMC,"SINGHAL, DHRUV",2022,434000.0,True,R01,R01,Mapping & quantifying lymphatic drainage of the arm's alternate pathway,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10530893,U54HL165440,BIDMC,"SINGHAL, DHRUV",2022,1250000.0,False,U54,U,Multi-scale Spatial Mapping of Human Lymphatic Vessels,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10533807,R01HL157991,BIDMC,"SINGHAL, DHRUV",2023,434000.0,True,R01,R01,Mapping & quantifying lymphatic drainage of the arm's alternate pathway,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10666696,U54HL165440,BIDMC,"SINGHAL, DHRUV",2023,1250000.0,False,U54,U,Multi-scale Spatial Mapping of Human Lymphatic Vessels,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10887817,U54HL165440,BIDMC,"SINGHAL, DHRUV",2023,199921.0,False,U54,U,Multi-scale Spatial Mapping of Human Lymphatic Vessels,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10754260,R01HL157991,BIDMC,"SINGHAL, DHRUV",2024,434000.0,True,R01,R01,Mapping & quantifying lymphatic drainage of the arm's alternate pathway,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10899657,U54HL165440,BIDMC,"SINGHAL, DHRUV",2024,1749517.0,False,U54,U,Multi-scale Spatial Mapping of Human Lymphatic Vessels,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11001200,R01HL157991,BIDMC,"SINGHAL, DHRUV",2025,434000.0,True,R01,R01,Mapping & quantifying lymphatic drainage of the arm's alternate pathway,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11161596,U54HL165440,BIDMC,"SINGHAL, DHRUV",2025,1329999.0,False,U54,U,Multi-scale Spatial Mapping of Human Lymphatic Vessels,PLASTIC_SURGERY,PLASTIC SURGERY,False,1.0,65,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10863618,K01DK139434,BIDMC,"THEOCHARIDIS, GEORGIOS",2024,152236.0,False,K01,K,Targeted mRNA Delivery to Improve Diabetic Wound Healing,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,1,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11041099,K01DK139434,BIDMC,"THEOCHARIDIS, GEORGIOS",2025,150736.0,False,K01,K,Targeted mRNA Delivery to Improve Diabetic Wound Healing,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,1,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10396875,R61DK131915,BIDMC,"VEVES, ARISTIDIS",2022,568660.0,False,R61,R_OTHER,Proteomic Biomarkers Prognostic for Diabetic Wound Healing,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,2,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10612826,R61DK131915,BIDMC,"VEVES, ARISTIDIS",2023,549878.0,False,R61,R_OTHER,Proteomic Biomarkers Prognostic for Diabetic Wound Healing,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,2,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10878406,R01DK136699,BIDMC,"VEVES, ARISTIDIS",2024,774435.0,True,R01,R01,Use of Modified mRNA for the Treatment of Diabetic Foot Ulceration,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,2,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11159350,R33DK131915,BIDMC,"VEVES, ARISTIDIS",2024,576445.0,False,R33,R_OTHER,Proteomic Biomarkers Prognostic for Diabetic Wound Healing,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,2,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11077275,R01DK136699,BIDMC,"VEVES, ARISTIDIS",2025,734549.0,True,R01,R01,Use of Modified mRNA for the Treatment of Diabetic Foot Ulceration,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,2,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
11173857,R33DK131915,BIDMC,"VEVES, ARISTIDIS",2025,550414.0,False,R33,R_OTHER,Proteomic Biomarkers Prognostic for Diabetic Wound Healing,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,2,full_forename,1,majority,0.916,2026-08-01T17:26:23+00:00
10944020,R01DK140473,BIDMC,"WANG, ZONGWEI",2024,511084.0,True,R01,R01,Decreased SRD5A2 and Alternative Estrogen Signaling in Prostatic Cell Survival,UROLOGY,UROLOGY,False,1.0,4,full_forename,10,majority,0.916,2026-08-01T17:26:23+00:00
10118733,R21CA256720,BIDMC,"WEGIEL, BARBARA",2021,204531.0,False,R21,R_OTHER,Determining the role of gas metabolite in response to immunotherapy,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,2,majority,0.916,2026-08-01T17:26:23+00:00
10219490,R01DK125846,BIDMC,"WEGIEL, BARBARA",2021,523605.0,True,R01,R01,Characterizing the role of the heme catabolism in tissue damage and inflammation.,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,2,majority,0.916,2026-08-01T17:26:23+00:00
10316249,R21CA256720,BIDMC,"WEGIEL, BARBARA",2022,240529.0,False,R21,R_OTHER,Determining the role of gas metabolite in response to immunotherapy,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,2,majority,0.916,2026-08-01T17:26:23+00:00
10379409,R01DK125846,BIDMC,"WEGIEL, BARBARA",2022,523605.0,True,R01,R01,Characterizing the role of the heme catabolism in tissue damage and inflammation.,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,2,majority,0.916,2026-08-01T17:26:23+00:00
10580744,R01DK125846,BIDMC,"WEGIEL, BARBARA",2023,523605.0,True,R01,R01,Characterizing the role of the heme catabolism in tissue damage and inflammation.,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,2,majority,0.916,2026-08-01T17:26:23+00:00
10800685,R01DK125846,BIDMC,"WEGIEL, BARBARA",2024,502661.0,True,R01,R01,Characterizing the role of the heme catabolism in tissue damage and inflammation.,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,2,majority,0.916,2026-08-01T17:26:23+00:00
10249235,R21AR077769,BWH,"AGARWAL, SHAILESH",2021,214382.0,False,R21,R_OTHER,Use of skin grafts programmed to express VEGF-C with biosensor feedback regulation to treat lymphedema,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,8,majority,0.916,2026-08-01T15:46:11+00:00
10571049,K08AR082031,BWH,"AGARWAL, SHAILESH",2023,172760.0,False,K08,K,Modifying adipocyte and pre-adipocyte cell fate in fibroadipose tissue of secondary lymphedema,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,8,majority,0.916,2026-08-01T15:46:11+00:00
10783806,K08AR082031,BWH,"AGARWAL, SHAILESH",2024,172760.0,False,K08,K,Modifying adipocyte and pre-adipocyte cell fate in fibroadipose tissue of secondary lymphedema,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,8,majority,0.916,2026-08-01T15:46:11+00:00
11030749,K08AR082031,BWH,"AGARWAL, SHAILESH",2025,172760.0,False,K08,K,Modifying adipocyte and pre-adipocyte cell fate in fibroadipose tissue of secondary lymphedema,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,1.0,13,full_forename,8,majority,0.916,2026-08-01T15:46:11+00:00
10143040,U10CA180821,BWH,"BERTAGNOLLI, MONICA M",2021,11020715.0,False,U10,U,Alliance for Clinical Trials in Oncology Operations Center,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,0.7778,9,full_forename,1,majority,0.916,2026-08-01T15:46:11+00:00
10320274,U10CA180821,BWH,"BERTAGNOLLI, MONICA M",2021,2183801.0,False,U10,U,Alliance for Clinical Trials in Oncology Operations Center - BIQSFP Supplements,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,0.7778,9,full_forename,1,majority,0.916,2026-08-01T15:46:11+00:00
10442090,U10CA180821,BWH,"BERTAGNOLLI, MONICA M",2021,709629.0,False,U10,U,Administrative Supplement - A151804 irAE Biobanking,GENERAL_AND_UNSPECIFIED_SURGERY,SURGERY,True,0.7778,9,full_forename,1,majority,0.916,2026-08-01T15:46:11+00:00
10216184,R01CA120528,BWH,"BUENO, RAPHAEL",2021,302092.0,True,R01,R01,Prospective Validation of Prognostic and Predictive Molecular tests in Mesothelioma,CARDIAC_CARDIOTHORACIC_SURGERY,SURGERY,True,1.0,93,full_forename,1,majority,0.916,2026-08-01T15:46:11+00:00
